inter_id,user_id,book_id,借阅时间,还书时间,续借时间,续借次数
41096,463,24334,2022-12-12 18:39:41,2023-03-0517:23:29,,0
77907,353,43666,2023-06-12 13:33:22,2023-06-1216:20:16,,0
45239,199,27187,2021-06-15 16:51:58,2021-07-1617:46:55,,0
8589,261,4847,2022-04-16 15:59:57,2022-04-1917:52:47,,0
87544,1192,49190,2024-05-08 16:22:20,2024-06-1818:28:11,2024-05-3118:53:06,1
98008,82,55105,2021-03-10 10:27:30,2021-05-2709:40:16,2021-05-0809:03:44,2
71097,1085,40617,2023-11-11 15:00:50,2023-11-1120:43:46,,0
27729,918,16854,2020-10-18 20:13:55,2020-11-0219:46:54,,0
30101,1140,18513,2024-10-23 16:29:18,2024-11-2715:42:45,2024-11-2011:26:15,1
33567,8,21064,2021-06-11 17:39:34,2021-07-0511:47:05,2024-03-1915:20:57,0
67524,1308,38092,2020-08-27 18:39:21,2020-11-2818:11:22,2020-10-2209:31:06,2
39628,309,24778,2021-03-13 14:30:50,2021-05-0210:05:42,,0
52875,1173,30468,2024-11-21 11:53:50,,2024-12-1909:52:14,1
85652,1134,48113,2024-08-28 15:59:51,2024-10-2519:32:35,2024-10-2509:25:19,2
2484,547,1465,2023-08-28 17:39:08,2023-09-2614:58:08,,0
31596,1119,19587,2022-10-31 16:48:13,2022-11-2610:17:03,,0
81619,372,45485,2024-02-25 20:56:24,2024-05-0210:21:01,2024-04-2519:26:02,2
90755,1355,50992,2022-09-01 21:31:23,2022-09-0720:42:43,,0
89922,384,50519,2024-03-05 15:44:38,2024-06-0109:54:36,2024-05-0208:00:54,2
7103,270,3952,2021-01-08 16:41:58,2021-01-2210:39:51,,0
59618,709,33126,2024-02-18 11:37:09,2024-04-0609:42:08,2024-03-1120:13:49,1
86981,1437,48880,2024-07-16 21:33:22,2024-10-2323:16:23,2024-09-1509:04:46,2
59191,1140,33003,2024-03-04 20:10:51,2024-04-0117:48:38,2024-04-0109:44:03,1
98405,1106,55383,2024-01-03 08:43:26,2024-04-2417:47:38,2024-03-2518:24:50,2
100380,261,56731,2020-12-01 14:50:26,2021-04-2614:30:13,2020-12-3117:39:50,1
55915,365,31690,2020-11-01 16:27:44,2021-01-1115:45:12,2020-12-2510:36:32,2
62088,880,34503,2021-03-03 12:22:26,2021-04-1111:49:37,2021-03-3016:02:42,1
61050,524,33954,2023-06-13 08:34:50,2023-06-1310:38:25,,0
91799,698,51517,2023-10-29 16:21:05,2023-11-1011:51:03,,0
45844,529,27149,2022-09-02 18:07:49,2022-09-0218:08:03,,0
63275,848,35335,2021-01-09 19:26:57,2021-01-1117:10:22,,0
44447,1262,26688,2020-12-29 08:58:51,2021-01-2809:50:27,,0
15553,1369,9048,2024-01-17 18:19:27,2024-02-2512:53:58,,0
3992,153,2260,2021-05-19 21:53:22,2021-11-1016:06:25,2021-07-1500:08:02,2
61560,960,34181,2022-07-05 14:21:45,2022-08-1817:04:31,,0
62947,296,35090,2021-06-03 17:49:00,2021-06-1116:58:58,,0
63993,965,35807,2020-10-04 18:19:50,2020-10-2309:26:54,,0
26719,1186,16168,2023-10-18 13:32:15,2024-01-1511:18:47,2023-12-0917:13:49,2
18442,1202,10750,2024-10-18 17:02:17,2024-11-2917:20:06,,0
47086,23,28331,2020-12-27 21:08:12,2020-12-2817:15:51,2021-12-3118:17:36,0
51725,455,30048,2023-06-22 16:19:31,2023-08-2010:33:09,,0
16352,141,9577,2021-12-03 18:40:00,2021-12-1116:36:57,2024-12-1712:45:39,0
33622,657,21081,2024-11-12 17:18:57,2024-12-2407:58:35,2024-12-0823:41:14,1
92291,1304,51683,2023-04-02 11:32:48,2023-12-3016:27:22,2024-12-2009:56:05,2
101825,195,57774,2023-03-26 14:43:42,2023-06-2013:23:22,2023-05-1919:18:42,2
95289,838,53488,2021-04-08 15:14:11,2021-05-1308:50:27,,0
17645,1108,10288,2023-04-09 11:51:46,2023-06-1417:37:07,,0
56981,396,32060,2021-08-18 19:59:59,2021-08-2513:21:15,,0
14055,306,8039,2024-06-12 18:55:31,2024-06-2007:18:40,,0
2563,668,1501,2024-09-12 08:37:03,2024-09-1314:53:25,,0
7784,581,4164,2023-02-20 19:41:41,2023-05-1910:10:59,2023-04-1911:24:12,2
68388,487,38731,2022-04-02 09:15:52,2022-04-2515:01:15,,0
6536,1319,3636,2020-12-19 21:35:02,2021-01-1909:54:22,,0
88368,463,49689,2024-09-24 16:03:46,2024-11-0816:48:25,,0
47173,93,28322,2021-08-02 21:57:08,2021-08-1815:43:00,,0
45236,184,27184,2023-05-26 17:13:51,2023-05-3021:46:44,,0
17471,1299,10189,2022-04-06 10:02:42,2022-04-0617:28:03,,0
91687,463,51584,2024-03-07 22:03:02,2024-03-0918:10:05,,0
39762,760,24335,2020-10-12 21:23:56,2020-12-0517:45:02,2020-11-0821:12:13,1
44342,946,26626,2021-06-20 17:11:03,2021-06-2814:04:36,,0
33262,1357,20856,2022-10-31 17:14:03,2023-03-2619:54:46,2023-02-2217:15:26,2
100521,232,56847,2024-09-11 09:13:06,2024-09-1109:13:13,,0
98987,538,55756,2022-10-23 15:04:07,2022-12-0213:38:16,,0
90710,183,50954,2021-08-04 11:21:32,2021-10-2619:26:42,,0
61269,365,34061,2024-04-12 12:26:12,2024-04-1215:55:01,,0
583,86,324,2020-01-13 20:05:41,2020-08-1009:31:13,,0
21720,785,12853,2021-03-20 18:56:55,2021-04-1521:50:24,,0
90492,634,50785,2024-09-18 09:35:50,2024-12-1715:48:03,2024-11-1512:13:47,2
2523,1164,1415,2024-06-05 21:49:11,2024-10-2109:13:14,2024-12-1814:24:16,2
22083,346,13089,2022-10-07 10:40:17,2022-10-1207:42:59,,0
56970,284,32025,2023-04-18 18:57:56,2023-05-2414:18:28,2023-08-2711:22:40,0
4903,1331,2326,2021-02-28 08:45:40,2021-03-1912:03:54,,0
72807,43,41650,2020-08-28 16:05:02,2020-09-2516:11:56,2022-07-0519:03:09,0
26226,1251,15749,2024-11-26 14:02:29,2024-11-3014:51:40,,0
27663,1343,16817,2024-10-31 13:02:29,2024-11-0817:21:58,,0
8010,920,4461,2021-06-18 20:08:28,2021-11-2215:23:50,2023-05-1310:49:05,1
42538,690,24355,2024-06-19 11:47:00,2024-08-2716:55:18,,0
54896,975,30965,2024-03-15 19:42:20,2024-03-1610:15:24,,0
30489,235,18842,2022-02-19 19:56:10,2022-03-0608:24:32,,0
66350,1256,37462,2024-12-11 19:39:39,,,0
13826,1300,7873,2023-11-28 11:58:56,2024-01-0508:15:16,,0
99816,114,56352,2021-11-07 09:24:43,2021-12-2613:16:18,,0
101207,1290,57295,2022-09-28 17:00:34,2022-11-1419:47:52,2023-05-2215:23:51,2
15847,266,9218,2021-03-29 12:12:03,2021-06-0219:56:58,2021-04-2620:48:00,1
1154,563,655,2024-01-17 21:48:41,2024-02-2419:11:03,,0
82131,1183,45691,2024-12-22 18:45:13,,,0
62520,1443,34793,2024-06-11 16:36:05,2024-09-2716:47:45,2024-08-2517:07:44,1
71900,1192,41140,2023-10-15 16:42:34,2024-01-0516:46:25,2023-12-0913:29:46,2
33757,1,21186,2022-06-05 17:36:30,2022-06-2316:21:50,,0
10062,108,5836,2021-01-15 15:54:36,2021-03-0117:04:58,,0
25218,919,15042,2020-11-30 21:28:46,2021-03-3011:34:40,2021-01-1910:51:40,2
55272,1083,31064,2022-10-04 17:14:00,2022-10-2408:43:49,,0
56284,368,31624,2024-03-18 16:28:00,2024-03-1816:28:36,,0
36343,957,22954,2021-10-28 21:04:29,2021-12-1212:37:01,2021-11-2517:15:23,1
46825,1266,27376,2022-09-13 08:45:54,2022-10-0914:50:49,,0
47101,29,28346,2021-01-06 21:12:28,2021-03-1413:50:37,,0
49976,818,29474,2020-01-16 10:44:51,2020-08-2518:05:45,,0
54813,699,30877,2023-09-20 21:11:59,2023-09-2514:01:27,,0
16306,1375,9540,2022-10-07 21:34:23,2023-02-1822:02:24,2022-12-0114:32:41,2
32151,195,20059,2020-08-28 16:33:42,2020-10-1415:21:14,2020-09-2618:36:16,1
102791,424,58475,2021-06-20 21:46:10,2021-07-1117:55:44,,0
78803,1361,43885,2023-04-27 10:35:33,2023-05-2813:13:03,,0
15734,1011,9112,2024-01-19 18:53:54,2024-04-1509:47:32,2024-03-1722:23:17,2
45695,383,27106,2021-02-28 11:52:43,2021-04-0317:22:30,2021-03-2011:40:31,1
32074,128,19997,2021-01-08 17:18:58,2021-05-0915:39:01,2021-04-1221:35:01,2
27871,843,16900,2021-04-24 13:21:58,2021-05-2314:41:37,,0
80465,607,44913,2023-12-21 09:50:12,2024-01-1218:12:55,,0
50768,237,29756,2021-02-28 16:49:08,2021-05-1313:11:35,2021-03-3015:53:18,1
86586,175,48670,2022-09-07 20:53:33,2022-10-0709:37:51,2022-10-0519:24:53,1
68219,440,38631,2023-09-20 15:07:49,2023-10-2008:11:56,,0
24970,1186,14868,2024-02-28 17:55:48,2024-04-1612:06:21,2024-03-2715:00:25,1
75619,399,42702,2022-04-21 19:00:56,2022-06-2120:05:26,2022-06-1109:20:23,2
60892,963,33862,2021-12-25 08:30:06,2022-01-0809:27:57,,0
3261,940,1940,2020-10-25 09:43:10,2021-01-2114:48:46,2020-12-2022:53:55,2
82661,1029,46028,2023-10-25 17:23:55,2023-12-2417:30:30,2023-11-2209:40:24,1
62067,284,34513,2022-01-07 10:45:05,2022-02-1412:41:16,,0
14790,590,8496,2022-10-12 13:36:36,2022-11-2209:25:00,,0
102779,121,58463,2022-03-19 19:17:42,2022-03-2008:57:45,,0
62261,96,34602,2022-02-13 17:01:04,2022-03-0415:21:41,2021-09-2915:55:30,0
83991,1370,47006,2023-04-13 12:49:44,2023-08-2609:18:53,2023-06-1011:45:31,2
101623,485,57610,2023-12-16 15:42:59,2024-01-1919:21:23,,0
76480,201,43013,2021-08-19 18:13:04,2021-12-2218:27:35,2021-11-1119:20:21,2
18565,690,10815,2024-01-12 19:22:05,2024-04-2915:41:19,2024-03-1807:58:23,2
40674,349,24672,2023-09-10 17:23:32,2023-10-0811:41:46,2023-10-0715:17:31,1
17435,862,10172,2021-03-28 20:09:04,2021-04-0921:08:26,,0
89552,361,50311,2020-12-10 18:27:55,2021-01-0416:44:49,,0
37179,93,23374,2021-12-26 08:30:10,2022-03-1418:27:54,,0
40266,311,24540,2022-08-29 15:22:54,2022-08-3121:56:21,,0
32614,270,20323,2022-10-07 21:52:40,2022-11-0718:03:12,,0
68560,1264,38849,2024-09-29 09:11:27,,2024-11-2708:30:31,2
25598,847,15266,2021-10-18 17:59:40,2021-12-1713:59:42,2021-12-1608:59:24,2
79194,353,44249,2022-03-23 21:45:18,2022-05-0711:12:57,,0
94601,445,53162,2022-05-06 21:58:07,2022-06-1522:32:05,,0
15934,517,9280,2024-02-20 17:37:27,2024-03-2012:38:05,,0
71717,1114,41006,2024-03-25 20:06:42,2024-06-0421:21:22,2024-05-2208:07:52,2
68132,420,38569,2022-05-31 18:43:42,2022-06-1818:13:51,,0
10392,326,6029,2022-12-02 21:50:34,2022-12-1512:29:23,,0
31363,1190,19447,2024-09-23 15:06:06,2024-12-2212:26:19,2024-11-2201:48:14,2
53190,86,30721,2022-05-28 20:21:17,2022-06-2516:25:17,,0
5561,944,2876,2020-11-25 15:22:33,2021-01-1914:37:20,2021-01-1623:31:03,2
14992,1331,8615,2024-03-12 15:16:00,2024-03-1521:50:44,,0
56796,916,31607,2022-11-10 10:40:35,2022-12-1008:07:31,,0
76900,152,43181,2020-12-28 20:59:03,2021-11-0311:30:52,2021-05-0810:42:53,2
19256,1008,11297,2023-12-09 19:27:04,2023-12-2815:51:58,,0
65039,30,36604,2021-10-13 16:43:10,2021-11-0407:58:51,2023-08-2715:57:51,0
40847,375,24794,2022-01-03 08:33:30,2022-01-0820:21:42,,0
18450,934,10757,2020-09-21 18:30:29,2020-10-0917:49:06,,0
34088,326,21426,2021-07-12 21:40:32,2021-08-2811:55:26,,0
47619,102,28589,2022-01-08 20:00:03,2022-02-1712:41:49,2021-10-1618:44:00,0
4110,284,2338,2024-01-03 11:50:30,2024-01-0520:48:44,,0
70276,927,40003,2021-05-17 12:37:29,2021-05-1917:49:43,,0
77890,68,43654,2021-06-11 16:16:14,2021-06-1613:56:04,,0
13259,469,7562,2024-05-23 10:59:51,2024-06-2321:10:18,,0
98414,1106,55391,2024-01-03 08:43:35,2024-04-2417:47:12,2024-03-2518:24:52,2
43555,1153,24444,2023-12-22 17:00:05,2024-01-1215:42:59,,0
68490,178,38817,2021-04-23 19:03:58,2021-05-1710:19:19,,0
53692,121,30751,2021-01-21 18:22:19,2021-03-0618:26:05,,0
48885,525,29194,2024-11-11 17:56:45,2024-11-1117:57:45,,0
101317,1035,57393,2023-09-08 19:33:41,2023-09-2718:34:38,,0
10504,525,6009,2024-05-28 18:33:20,2024-06-1216:03:41,,0
37926,71,23902,2021-11-27 18:53:40,2022-03-1821:03:29,2022-02-1416:35:16,2
100038,957,56530,2021-06-24 19:58:14,2021-10-1416:21:50,2021-07-2210:38:06,1
3935,436,2205,2023-03-11 08:21:44,2023-05-0909:28:15,2023-05-0816:40:51,2
16978,1331,9664,2023-03-01 17:02:46,2023-03-0121:57:49,,0
10245,15,5942,2021-06-21 19:27:51,2021-07-0708:25:45,,0
57864,306,32171,2022-06-28 13:53:46,2022-07-0309:54:06,,0
18345,431,10680,2023-11-04 21:53:50,2023-12-1717:00:30,2023-12-0214:47:14,1
9584,944,5522,2020-11-25 15:22:12,2021-01-1914:37:13,2021-01-1623:31:09,2
55024,1093,31390,2024-04-22 20:31:45,2024-05-1615:20:30,,0
15895,1375,9260,2022-11-12 21:27:38,2022-12-1312:34:01,,0
65020,30,36589,2020-10-15 12:07:17,2020-11-2313:51:51,2020-11-1209:46:04,1
3547,411,2039,2021-03-25 21:01:26,2021-04-0211:02:34,,0
6631,121,3708,2022-05-04 18:30:01,2022-05-1919:50:17,,0
63862,880,35707,2021-08-28 08:29:39,2021-09-2816:48:37,2021-09-2613:25:54,1
24389,991,14444,2022-03-02 14:37:29,2022-03-2912:24:01,,0
67171,726,38002,2024-09-16 11:10:21,2024-09-2110:55:34,,0
19038,157,11137,2021-07-31 12:15:40,2021-11-1721:02:43,2021-12-1210:53:07,1
7992,877,4453,2022-04-16 15:18:04,2022-04-1717:24:48,,0
11683,947,6566,2020-12-27 20:39:46,2020-12-2720:40:45,,0
97996,48,55095,2021-04-26 21:13:44,2021-06-1313:21:42,2021-05-1711:07:03,1
84121,113,47107,2021-11-21 08:30:14,2021-12-2020:11:29,2023-02-2219:02:58,0
26414,11,15910,2020-12-25 14:11:21,2021-01-1115:51:17,,0
47369,260,28549,2022-01-11 15:13:49,2022-02-2807:22:17,,0
65016,1225,36585,2024-04-02 18:03:16,2024-04-2921:25:29,,0
11067,396,6135,2020-12-06 18:51:47,2021-01-0818:55:08,,0
74616,378,42413,2021-07-22 12:03:31,2021-10-1320:15:40,,0
69280,899,39360,2024-09-04 08:57:41,2024-09-0417:19:43,,0
67190,954,38018,2022-03-24 11:01:24,2022-05-0916:52:58,,0
61333,795,34109,2020-12-11 15:30:31,2020-12-1322:05:14,,0
41592,382,24673,2023-09-22 17:46:48,2023-10-1117:17:46,,0
65437,1223,36880,2023-09-25 16:00:44,2023-10-0512:09:48,,0
10459,504,6055,2023-12-03 18:30:38,2023-12-1614:22:42,,0
50277,928,29585,2022-08-08 21:53:32,2022-08-1121:35:26,,0
2057,619,1091,2024-11-25 17:06:48,2024-12-2317:59:46,,0
79504,553,44383,2023-02-24 21:09:35,2023-03-2218:54:36,,0
71018,346,40519,2021-05-03 15:01:30,2021-06-0219:46:34,,0
57140,927,32109,2023-04-03 20:52:36,2023-04-1121:16:26,,0
65065,30,36622,2022-03-24 12:21:28,2022-05-2615:53:13,2022-05-1300:55:29,1
22244,293,13220,2020-09-29 10:18:06,2020-10-2314:40:50,,0
35337,957,22214,2021-11-01 21:45:51,2021-11-2517:19:04,,0
45157,37,27114,2021-04-14 16:18:46,2021-04-2116:24:19,,0
78543,336,43945,2022-12-11 16:24:37,2023-02-2318:39:09,,0
7503,158,4169,2022-04-17 11:45:49,2022-05-3113:40:43,2022-05-1017:08:23,1
88945,333,50012,2021-08-15 18:06:53,2021-08-2612:23:01,,0
90020,531,50574,2024-06-05 08:52:40,2024-06-1316:06:16,,0
41332,633,25003,2023-02-27 08:56:17,2023-04-0808:36:02,2023-03-2518:05:04,1
75890,147,42747,2021-01-11 12:57:57,2021-05-1415:38:32,2021-04-1613:18:26,2
69093,1021,39233,2022-10-31 21:19:48,2022-12-0820:34:46,2022-11-3009:26:18,1
52621,365,30486,2024-05-24 21:09:09,2024-05-2421:11:12,,0
51390,68,30022,2022-05-31 17:25:28,2022-06-2216:11:26,,0
13,870,1,2021-11-26 21:22:34,2021-12-0909:08:02,,0
15627,55,9084,2020-10-07 17:09:24,2020-10-3010:28:02,,0
18864,1299,11006,2020-07-08 15:57:42,2020-08-2312:19:16,2020-08-0207:37:00,1
69962,881,39852,2020-12-09 17:26:15,2021-01-0915:50:40,2021-01-0412:35:20,1
42416,653,25937,2023-03-12 21:19:43,2023-03-1917:54:08,,0
82748,107,46075,2021-03-05 12:13:11,2021-03-1109:49:25,,0
17800,1331,10372,2021-08-08 15:19:09,2021-08-2820:16:55,,0
100164,114,56598,2021-03-23 14:04:18,2021-04-2515:56:46,,0
67757,219,38296,2022-09-12 14:30:22,2022-09-2014:52:19,2021-12-2413:11:23,0
921,1282,552,2020-11-10 18:44:55,2020-12-0510:15:17,,0
13280,645,7570,2024-06-09 21:35:24,2024-06-0921:35:53,,0
89699,760,50360,2021-02-19 12:57:16,2021-04-1216:39:36,2021-03-1812:00:12,1
30809,900,19080,2021-04-01 09:53:30,2021-06-0118:29:49,2021-05-2819:01:18,2
34424,316,21611,2022-08-29 16:02:59,2022-11-1118:09:29,2022-12-1214:52:07,1
54072,399,30994,2022-10-12 10:13:04,2022-12-1615:27:04,2022-12-1012:30:06,2
21171,936,12501,2020-12-14 16:25:09,2020-12-1520:10:35,,0
93787,1367,52636,2024-08-30 14:13:02,2024-10-1412:58:29,2024-09-2912:37:08,1
49154,657,28942,2024-09-14 18:04:15,2024-11-0816:58:20,2024-10-1422:37:54,1
30877,117,19130,2021-04-01 16:37:47,2021-04-1907:43:02,,0
71846,292,41102,2024-02-20 10:51:39,2024-06-0513:02:44,2024-03-2113:20:39,1
55853,205,31628,2023-05-27 21:35:22,2023-06-1616:29:38,,0
96200,1388,54014,2023-03-17 12:15:14,2023-06-2021:25:19,2023-05-1520:48:24,2
54993,1082,30952,2023-06-26 13:05:21,2023-08-2818:17:12,,0
30396,1014,18759,2023-03-19 15:51:32,2023-04-1616:51:34,,0
67622,287,38203,2020-11-06 18:34:41,2020-12-1421:56:24,2020-11-2817:51:57,1
34353,510,21567,2024-12-20 17:36:13,,,0
17452,932,10178,2021-12-16 21:43:40,2022-05-2120:44:49,2022-03-1918:57:21,2
37038,486,23277,2023-09-26 18:24:36,2023-10-2809:49:44,,0
30987,1001,19172,2021-10-11 17:54:02,2021-11-1718:45:54,2021-11-0918:08:58,1
22658,1078,13484,2023-08-31 20:14:46,2023-10-2014:35:27,,0
29611,1299,18161,2022-09-24 15:12:35,2022-10-0516:20:32,,0
65325,959,36794,2022-10-21 17:11:39,2023-02-1314:42:58,2022-11-1610:10:01,1
49354,1013,28313,2022-04-11 19:29:53,2022-08-1416:14:40,2022-06-0608:08:11,2
41206,502,24710,2022-01-02 21:33:23,2022-02-1814:19:42,,0
34893,93,21911,2021-07-26 08:30:04,2021-08-2617:00:36,,0
101395,1066,57455,2022-09-11 20:54:05,2022-12-1017:42:11,2022-11-0910:16:02,2
99007,1031,55773,2023-10-23 21:52:30,2023-11-2316:36:42,,0
32176,235,20077,2021-12-07 12:02:46,2021-12-0721:31:43,,0
101108,1357,57227,2023-10-17 20:21:35,2024-01-1017:11:43,2023-12-0715:28:59,2
101141,1361,57255,2024-03-01 14:19:04,2024-05-0511:42:13,2024-11-2112:55:54,2
10650,1224,6109,2024-03-25 16:50:54,2024-06-2115:54:56,2024-05-2411:15:31,2
38668,398,24179,2022-04-21 21:27:15,2022-06-0421:39:07,,0
90063,625,50400,2023-10-26 12:19:09,2024-02-2616:25:43,2023-12-1713:30:45,2
23811,843,14093,2020-09-30 18:59:35,2020-10-1318:44:13,,0
41665,448,25691,2024-12-24 15:53:06,,,0
2720,1267,1587,2022-06-14 18:55:37,2022-09-1409:58:27,,0
37015,940,23185,2021-03-05 15:51:54,2021-04-1617:57:57,2021-04-0222:04:06,1
41213,502,25526,2022-11-17 21:51:49,2022-11-1812:45:40,,0
37342,858,23478,2020-12-16 20:06:52,2021-03-1914:44:23,2021-01-1320:10:18,1
36379,1269,22967,2022-10-18 10:03:08,2023-02-2515:52:50,2022-11-1509:39:39,1
15537,1383,9035,2024-12-16 16:20:18,,,0
73335,313,41787,2024-01-01 12:54:58,2024-02-1912:16:44,,0
25909,967,15523,2022-03-08 10:01:05,2022-04-1116:54:39,,0
28777,1286,17517,2022-09-27 08:20:57,2023-12-2715:05:31,,0
102251,810,58064,2021-11-11 16:28:16,2022-01-0415:45:35,2021-12-0513:50:35,1
17775,1331,10335,2022-06-14 08:30:30,2022-06-2516:37:23,,0
72817,227,41655,2021-04-18 17:02:44,2021-05-1919:04:09,2021-05-0809:46:50,1
23263,1086,13784,2023-10-11 14:16:01,2023-12-2209:30:02,2023-12-0823:06:57,2
41062,441,25005,2023-06-16 20:45:47,2023-06-1620:46:15,,0
46808,962,27221,2021-03-14 17:07:21,2021-04-0918:36:00,,0
39706,365,24834,2024-04-14 13:16:45,2024-04-1413:58:08,,0
32755,365,20466,2024-05-21 14:58:03,2024-05-2115:01:21,,0
20325,1109,11954,2023-05-16 20:24:31,2023-06-0110:35:45,,0
46390,1174,27959,2024-03-15 13:48:49,2024-04-2613:51:05,2024-04-0617:01:33,1
70793,1261,40379,2024-10-25 21:21:12,2024-11-0410:51:04,,0
68155,900,38587,2020-10-24 11:22:53,2020-11-2717:03:36,2020-11-2208:25:51,1
38578,113,24185,2021-03-20 08:43:10,2021-06-1308:08:33,2021-05-1323:16:30,2
7694,478,4304,2022-06-18 20:14:42,2022-06-2421:21:52,,0
28594,1419,17390,2023-09-11 12:51:43,2023-10-2013:47:06,,0
14441,618,8248,2024-05-24 18:52:46,2024-06-0419:37:57,,0
16400,1202,9599,2024-02-21 17:53:04,2024-03-0810:51:58,,0
7711,541,4311,2023-03-29 14:56:37,2023-12-0121:42:42,2023-05-2508:07:51,2
2009,485,1185,2022-09-05 19:00:37,2022-10-0718:30:47,,0
4208,586,2345,2024-12-16 11:42:08,2024-12-2317:50:50,,0
2645,940,1390,2021-01-14 11:19:44,2021-03-0217:26:43,,0
4945,472,2709,2023-03-15 21:16:45,2023-05-2019:37:22,2023-04-1122:53:18,1
8256,425,4622,2024-05-30 12:54:07,2024-06-1310:13:27,,0
80744,344,45050,2022-04-06 18:58:57,2022-05-0807:57:33,,0
99611,1015,56185,2022-11-29 19:23:32,2022-12-1515:18:42,,0
91347,1166,51384,2024-01-18 19:10:32,2024-03-2309:15:27,2024-02-1913:17:03,1
30988,1001,19164,2021-10-11 17:54:06,2021-11-0917:59:55,,0
86738,212,48753,2021-03-17 18:31:15,2021-07-1219:21:18,2021-05-0721:42:03,1
38991,20,24350,2021-04-29 09:37:03,2021-05-0615:53:04,,0
32006,831,19947,2021-04-07 17:24:30,2021-07-0210:57:53,2021-06-0422:26:18,2
58019,396,32158,2021-03-04 15:50:33,2021-03-0419:41:30,,0
47345,238,28531,2020-11-14 11:05:04,2020-11-2122:45:58,,0
17084,1331,9609,2024-03-07 15:43:07,2024-03-0820:38:06,,0
9130,1385,5052,2022-11-10 10:09:06,2023-02-2114:02:02,2023-02-2112:57:24,2
39954,125,24960,2021-03-15 21:41:23,2021-04-0915:38:26,,0
51716,387,30047,2023-12-29 21:21:51,2024-04-1921:57:24,2024-02-2122:02:37,1
29154,15,17813,2020-11-20 16:52:32,2021-03-2015:56:38,2021-01-1319:01:03,2
97965,694,55082,2024-11-29 09:45:09,2024-12-1911:34:26,,0
60084,550,33347,2023-10-09 20:56:43,2023-10-2915:39:27,,0
57454,296,32167,2022-06-13 20:51:23,2022-08-1508:48:36,2022-08-1017:44:22,1
58197,502,32415,2023-10-10 20:53:09,2023-11-0118:47:07,,0
90680,242,50926,2023-03-27 13:40:27,2023-05-1411:37:59,2023-03-2211:29:37,0
102720,227,58414,2022-02-25 08:07:15,2022-02-2508:27:48,2023-08-2615:49:10,0
54251,606,31083,2023-03-03 13:54:26,2023-03-2410:41:34,,0
83149,297,46357,2021-01-03 09:57:59,2021-03-0615:21:08,,0
11962,541,6615,2024-03-12 12:37:15,2024-05-2619:53:34,2024-05-0609:00:56,2
16939,1331,9900,2021-03-11 12:45:09,2021-03-1311:10:35,,0
81516,1293,45417,2020-04-26 12:43:00,2020-05-2212:02:37,,0
36222,1329,22878,2022-04-22 09:42:56,2022-05-2411:53:26,,0
90119,998,50546,2022-03-11 20:08:45,2022-06-0918:01:46,2022-05-0320:30:23,2
48029,318,28414,2023-03-09 21:40:50,2023-05-0614:54:51,2023-04-0223:57:13,1
26584,846,16050,2022-02-17 16:57:11,2022-04-1715:49:01,2022-03-1717:43:43,1
16724,1377,9782,2022-11-23 19:44:58,2023-02-2417:22:16,,0
79116,362,44200,2023-04-13 18:49:46,2023-05-2920:24:55,2023-05-0319:49:30,1
67149,32,37981,2020-11-27 13:18:34,2020-11-2715:02:33,,0
18708,785,10921,2020-11-10 15:51:46,2020-11-1016:36:41,,0
60783,1093,33748,2023-11-07 18:51:33,2023-12-0510:47:34,,0
80190,297,44722,2020-09-30 18:56:35,2020-12-0509:36:45,2020-10-2015:56:12,1
8055,946,4256,2021-12-27 12:09:57,2022-04-0208:51:37,2022-03-1216:58:45,2
387,86,185,2021-11-06 08:52:14,2021-12-0418:46:11,,0
28851,563,17580,2024-07-24 21:16:25,2024-08-2714:22:46,,0
82954,99,46224,2020-01-14 11:40:21,2020-10-0911:33:53,,0
11272,575,6132,2024-01-12 20:02:30,2024-01-1422:01:40,,0
102352,810,58152,2020-11-12 19:53:33,2021-01-2214:51:35,2021-01-0401:09:54,2
86238,424,48507,2023-06-06 21:33:26,2023-08-1808:03:55,,0
96151,806,53988,2021-11-17 21:18:44,2022-03-2418:33:07,2022-02-1621:19:22,2
37451,313,23568,2023-09-25 13:29:49,2023-09-2513:31:13,,0
80557,720,44948,2024-02-20 18:12:02,2024-05-0718:30:26,2024-04-1609:25:03,2
41431,31,25589,2022-05-26 15:06:45,2022-06-1617:17:03,,0
83655,480,46752,2023-06-05 18:11:38,2023-06-0519:53:43,,0
61054,563,33957,2023-02-28 21:56:21,2023-05-2611:51:16,2023-04-2717:14:03,2
50291,928,28850,2021-03-07 20:55:01,2021-03-0921:28:20,,0
31263,1197,19392,2024-03-22 10:48:05,2024-06-1721:50:31,2024-05-1608:11:41,2
55998,258,31655,2022-03-16 16:39:04,2022-03-3016:55:15,2022-08-3016:12:12,0
59806,1069,33173,2023-12-09 17:47:16,2024-01-0113:20:06,,0
42195,601,25567,2023-08-26 17:46:04,2023-09-0720:55:14,,0
98056,231,55144,2020-10-17 17:28:30,2020-12-1219:23:32,2020-11-1510:05:07,1
66281,336,37434,2020-11-06 11:45:47,2020-11-2713:43:47,,0
63933,1329,35763,2023-05-15 09:55:33,2023-06-1118:09:34,2023-06-0615:34:54,1
36741,365,23162,2024-05-25 16:11:59,2024-05-2516:15:09,,0
78812,1361,44009,2024-09-24 19:21:07,2024-12-2515:49:58,2024-11-2112:56:12,2
79939,377,44615,2024-02-20 11:50:19,2024-03-2112:47:31,2024-03-1918:22:48,1
